|6.6.6
harz_wet_1.tab                                                                                      
           2
T(K)    
   273.00000000000000     
   17.012820512820515     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           9
T(K)           P(bar)         rho,kg/m3      alpha,1/K      beta,1/bar     cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  800.397        43590.3        3139.89       0.269602E-004  0.987545E-006   1245.29        6.95950        3.34324      -0.112130E+008
  817.410        43590.3        3140.41       0.271076E-004  0.986912E-006   1251.24        6.96356        3.34519      -0.111915E+008
  834.423        43590.3        3419.92       0.275191E-004  0.783864E-006   1154.41        7.42112        3.56499      -0.112886E+008
  851.436        43590.3        3418.32       0.276313E-004  0.786143E-006   1159.31        7.41390        3.56152      -0.112689E+008
  868.449        43590.3        3416.71       0.277422E-004  0.788438E-006   1164.03        7.40665        3.55804      -0.112492E+008
  885.462        43590.3        3415.10       0.278522E-004  0.790752E-006   1168.58        7.39937        3.55454      -0.112293E+008
  902.474        43590.3        3413.47       0.279612E-004  0.793083E-006   1172.98        7.39206        3.55103      -0.112094E+008
  919.487        43590.3        3411.85       0.280694E-004  0.795432E-006   1177.22        7.38473        3.54751      -0.111894E+008
  936.500        43590.3        3410.22       0.281769E-004  0.797799E-006   1181.33        7.37738        3.54398      -0.111694E+008
  953.513        43590.3        3408.58       0.282837E-004  0.800184E-006   1185.30        7.37000        3.54043      -0.111492E+008
  970.526        43590.3        3406.94       0.283901E-004  0.802586E-006   1189.15        7.36259        3.53688      -0.111290E+008
  987.538        43590.3        3405.29       0.284960E-004  0.805007E-006   1192.87        7.35517        3.53331      -0.111088E+008
  1004.55        43590.3        3403.63       0.286015E-004  0.807446E-006   1196.48        7.34772        3.52973      -0.110884E+008
  1021.56        43590.3        3401.98       0.287067E-004  0.809903E-006   1199.97        7.34024        3.52614      -0.110680E+008
  1038.58        43590.3        3400.31       0.288117E-004  0.812379E-006   1203.36        7.33274        3.52254      -0.110476E+008
  1055.59        43590.3        3398.64       0.289165E-004  0.814873E-006   1206.65        7.32522        3.51892      -0.110271E+008
  1072.60        43590.3        3396.97       0.290211E-004  0.817386E-006   1209.84        7.31768        3.51530      -0.110065E+008
  1089.62        43590.3        3395.29       0.291257E-004  0.819918E-006   1212.94        7.31012        3.51167      -0.109859E+008
  1106.63        43590.3        3393.60       0.292302E-004  0.822469E-006   1215.95        7.30253        3.50802      -0.109653E+008
  1123.64        43590.3        3391.91       0.293347E-004  0.825039E-006   1218.87        7.29493        3.50437      -0.109446E+008
  1140.65        43590.3        3390.22       0.294393E-004  0.827629E-006   1221.70        7.28730        3.50071      -0.109238E+008
  1157.67        43590.3        3388.52       0.295440E-004  0.830238E-006   1224.46        7.27965        3.49703      -0.109030E+008
  1174.68        43590.3        3386.81       0.296488E-004  0.832866E-006   1227.14        7.27198        3.49335      -0.108821E+008
  1191.69        43590.3        3385.10       0.297538E-004  0.835514E-006   1229.75        7.26429        3.48965      -0.108612E+008
  1208.71        43590.3        3383.38       0.298590E-004  0.838183E-006   1232.28        7.25658        3.48595      -0.108403E+008
  1225.72        43590.3        3381.66       0.299644E-004  0.840871E-006   1234.75        7.24885        3.48224      -0.108193E+008
  1242.73        43590.3        3379.92       0.300697E-004  0.843578E-006   1237.15        7.24112        3.47852      -0.107984E+008
  1259.74        43590.3        3376.11       0.301304E-004  0.846083E-006   1240.19        7.23615        3.47614      -0.107946E+008
  1276.76        43590.3        3372.42       0.301941E-004  0.848629E-006   1243.14        7.23095        3.47363      -0.107897E+008
  1293.77        43590.3        3368.60       0.302553E-004  0.851190E-006   1246.07        7.22584        3.47118      -0.107858E+008
  1310.78        43590.3        3364.93       0.303200E-004  0.853795E-006   1248.90        7.22046        3.46860      -0.107807E+008
  1327.79        43590.3        3361.25       0.303850E-004  0.856429E-006   1251.68        7.21502        3.46598      -0.107757E+008
  1344.81        43590.3        3358.10       0.304622E-004  0.859146E-006   1254.23        7.20881        3.46300      -0.107662E+008
  1361.82        43590.3        3354.03       0.305197E-004  0.861801E-006   1257.04        7.20372        3.46056      -0.107643E+008
  1378.83        43590.3        3350.50       0.305894E-004  0.864540E-006   1259.62        7.19787        3.45774      -0.107580E+008
  1395.85        43590.3        3346.96       0.306595E-004  0.867308E-006   1262.16        7.19195        3.45490      -0.107516E+008
  1412.86        43590.3        3343.49       0.307318E-004  0.870114E-006   1264.62        7.18587        3.45198      -0.107446E+008
  1429.87        43590.3        3340.02       0.308046E-004  0.872951E-006   1267.03        7.17972        3.44903      -0.107377E+008
  1446.88        43590.3        3336.62       0.308796E-004  0.875825E-006   1269.37        7.17341        3.44600      -0.107300E+008
  1463.90        43590.3        3333.22       0.309551E-004  0.878730E-006   1271.67        7.16704        3.44294      -0.107224E+008
  1480.91        43590.3        3329.88       0.310328E-004  0.881674E-006   1273.90        7.16052        3.43980      -0.107142E+008
  1497.92        43590.3        3326.54       0.311111E-004  0.884649E-006   1276.08        7.15393        3.43664      -0.107060E+008
  1514.94        43590.3        3323.27       0.311916E-004  0.887662E-006   1278.20        7.14720        3.43341      -0.106972E+008
  1531.95        43590.3        3319.99       0.312727E-004  0.890707E-006   1280.28        7.14041        3.43014      -0.106884E+008
  1548.96        43590.3        3316.77       0.313559E-004  0.893791E-006   1282.29        7.13347        3.42681      -0.106790E+008
  1565.97        43590.3        3313.55       0.314398E-004  0.896907E-006   1284.25        7.12648        3.42345      -0.106697E+008
  1582.99        43590.3        3310.39       0.315259E-004  0.900062E-006   1286.16        7.11935        3.42002      -0.106597E+008
  1600.00        43590.3        3307.22       0.316127E-004  0.903251E-006   1288.02        7.11216        3.41657      -0.106498E+008
  273.000        44872.3        3206.79       0.176989E-004  0.920668E-006   768.466        7.12260        3.42159      -0.117602E+008
  290.013        44872.3        3205.89       0.184443E-004  0.921985E-006   806.703        7.11852        3.41963      -0.117456E+008
  307.026        44872.3        3204.96       0.191408E-004  0.923371E-006   840.416        7.11441        3.41765      -0.117305E+008
  324.038        44872.3        3203.94       0.197088E-004  0.924810E-006   870.473        7.11056        3.41580      -0.117156E+008
  341.051        44872.3        3202.86       0.201705E-004  0.926284E-006   897.945        7.10677        3.41398      -0.117006E+008
  358.064        44872.3        3201.74       0.205843E-004  0.927796E-006   923.229        7.10285        3.41210      -0.116851E+008
  375.077        44872.3        3200.61       0.209569E-004  0.929339E-006   946.593        7.09883        3.41017      -0.116692E+008
  392.090        44872.3        3199.46       0.212946E-004  0.930919E-006   968.256        7.09466        3.40816      -0.116529E+008
  409.103        44872.3        3198.29       0.216017E-004  0.932524E-006   988.411        7.09041        3.40612      -0.116362E+008
  426.115        44872.3        3197.11       0.218825E-004  0.934153E-006   1007.21        7.08609        3.40405      -0.116192E+008
  443.128        44872.3        3195.91       0.221403E-004  0.935806E-006   1024.80        7.08169        3.40194      -0.116019E+008
  460.141        44872.3        3194.70       0.223786E-004  0.937487E-006   1041.29        7.07720        3.39978      -0.115844E+008
  477.154        44872.3        3193.48       0.225995E-004  0.939189E-006   1056.77        7.07264        3.39759      -0.115665E+008
  494.167        44872.3        3192.24       0.228055E-004  0.940919E-006   1071.35        7.06799        3.39535      -0.115484E+008
  511.179        44872.3        3191.00       0.229979E-004  0.942665E-006   1085.09        7.06329        3.39310      -0.115300E+008
  528.192        44872.3        3189.75       0.231782E-004  0.944424E-006   1098.05        7.05858        3.39083      -0.115114E+008
  545.205        44872.3        3188.48       0.233483E-004  0.946208E-006   1110.31        7.05379        3.38853      -0.114926E+008
  562.218        44872.3        3187.21       0.235092E-004  0.948010E-006   1121.92        7.04895        3.38621      -0.114736E+008
  579.231        44872.3        3185.72       0.236777E-004  0.950102E-006   1132.99        7.04275        3.38323      -0.114544E+008
  596.244        44872.3        3183.82       0.238686E-004  0.952718E-006   1143.63        7.03410        3.37907      -0.114349E+008
  613.256        44872.3        3181.95       0.240503E-004  0.955300E-006   1153.76        7.02569        3.37503      -0.114153E+008
  630.269        44872.3        3180.10       0.242241E-004  0.957858E-006   1163.40        7.01746        3.37108      -0.113955E+008
  647.282        44872.3        3178.27       0.243907E-004  0.960397E-006   1172.59        7.00939        3.36720      -0.113755E+008
  664.295        44872.3        3178.68       0.247464E-004  0.957648E-006   1182.41        7.01758        3.37114      -0.113547E+008
  681.308        44872.3        3161.04       0.261036E-004  0.949884E-006   1198.11        7.06650        3.39464      -0.113199E+008
  698.321        44872.3        3159.62       0.262274E-004  0.952362E-006   1205.85        7.06012        3.39157      -0.112992E+008
  715.333        44872.3        3158.20       0.263477E-004  0.954861E-006   1213.25        7.05371        3.38849      -0.112785E+008
  732.346        44872.3        3156.77       0.264647E-004  0.957379E-006   1220.32        7.04725        3.38539      -0.112576E+008
  749.359        44872.3        3155.34       0.265793E-004  0.959922E-006   1227.10        7.04075        3.38227      -0.112366E+008
  766.372        44872.3        3153.90       0.266904E-004  0.962479E-006   1233.58        7.03425        3.37914      -0.112154E+008
  783.385        44872.3        3152.46       0.267999E-004  0.965061E-006   1239.81        7.02768        3.37599      -0.111942E+008
  800.397        44872.3        3151.01       0.269071E-004  0.967662E-006   1245.78        7.02109        3.37282      -0.111729E+008
  817.410        44872.3        3253.78       0.275271E-004  0.876680E-006   1221.00        7.25529        3.48533      -0.111892E+008
  834.423        44872.3        3423.35       0.273494E-004  0.778744E-006   1154.18        7.44102        3.57455      -0.112520E+008
  851.436        44872.3        3421.76       0.274602E-004  0.780988E-006   1159.07        7.43384        3.57110      -0.112323E+008
  868.449        44872.3        3420.15       0.275699E-004  0.783250E-006   1163.79        7.42663        3.56764      -0.112126E+008
  885.462        44872.3        3418.55       0.276785E-004  0.785529E-006   1168.34        7.41939        3.56416      -0.111927E+008
  902.474        44872.3        3416.94       0.277862E-004  0.787826E-006   1172.74        7.41213        3.56067      -0.111728E+008
  919.487        44872.3        3415.32       0.278930E-004  0.790140E-006   1176.98        7.40485        3.55717      -0.111528E+008
  936.500        44872.3        3413.69       0.279992E-004  0.792471E-006   1181.08        7.39753        3.55366      -0.111328E+008
  953.513        44872.3        3412.07       0.281047E-004  0.794820E-006   1185.05        7.39020        3.55014      -0.111126E+008
  970.526        44872.3        3410.43       0.282097E-004  0.797186E-006   1188.89        7.38284        3.54660      -0.110924E+008
  987.538        44872.3        3408.79       0.283143E-004  0.799570E-006   1192.61        7.37546        3.54305      -0.110722E+008
  1004.55        44872.3        3407.15       0.284184E-004  0.801972E-006   1196.21        7.36805        3.53950      -0.110519E+008
  1021.56        44872.3        3405.50       0.285223E-004  0.804391E-006   1199.70        7.36062        3.53593      -0.110315E+008
  1038.58        44872.3        3403.84       0.286259E-004  0.806829E-006   1203.09        7.35317        3.53235      -0.110110E+008
  1055.59        44872.3        3402.18       0.287293E-004  0.809285E-006   1206.37        7.34569        3.52876      -0.109905E+008
  1072.60        44872.3        3400.52       0.288325E-004  0.811759E-006   1209.56        7.33820        3.52516      -0.109700E+008
  1089.62        44872.3        3398.85       0.289356E-004  0.814251E-006   1212.65        7.33068        3.52155      -0.109494E+008
  1106.63        44872.3        3397.17       0.290388E-004  0.816762E-006   1215.65        7.32314        3.51792      -0.109287E+008
  1123.64        44872.3        3395.49       0.291419E-004  0.819292E-006   1218.57        7.31558        3.51429      -0.109080E+008
  1140.65        44872.3        3393.80       0.292450E-004  0.821840E-006   1221.40        7.30800        3.51065      -0.108873E+008
  1157.67        44872.3        3392.11       0.293482E-004  0.824408E-006   1224.16        7.30040        3.50700      -0.108665E+008
  1174.68        44872.3        3390.42       0.294516E-004  0.826995E-006   1226.83        7.29278        3.50334      -0.108456E+008
  1191.69        44872.3        3388.71       0.295551E-004  0.829601E-006   1229.43        7.28514        3.49967      -0.108247E+008
  1208.71        44872.3        3386.42       0.296459E-004  0.832155E-006   1232.16        7.27831        3.49639      -0.108086E+008
  1225.72        44872.3        3382.68       0.297056E-004  0.834562E-006   1235.30        7.27348        3.49407      -0.108043E+008
  1242.73        44872.3        3378.98       0.297663E-004  0.836999E-006   1238.37        7.26853        3.49169      -0.107997E+008
  1259.74        44872.3        3375.37       0.298292E-004  0.839473E-006   1241.35        7.26337        3.48921      -0.107943E+008
  1276.76        44872.3        3371.51       0.298870E-004  0.841947E-006   1244.36        7.25849        3.48687      -0.107910E+008
  1293.77        44872.3        3367.91       0.299509E-004  0.844479E-006   1247.23        7.25317        3.48431      -0.107854E+008
  1310.78        44872.3        3364.96       0.300294E-004  0.847110E-006   1249.82        7.24691        3.48130      -0.107745E+008
  1327.79        44872.3        3361.83       0.301043E-004  0.849747E-006   1252.41        7.24083        3.47838      -0.107650E+008
  1344.81        44872.3        3358.61       0.301777E-004  0.852402E-006   1254.98        7.23481        3.47549      -0.107562E+008
  1361.82        44872.3        3354.94       0.302417E-004  0.855037E-006   1257.66        7.22931        3.47285      -0.107511E+008
  1378.83        44872.3        3350.61       0.302917E-004  0.857635E-006   1260.53        7.22460        3.47059      -0.107515E+008
  1395.85        44872.3        3347.20       0.303624E-004  0.860358E-006   1263.02        7.21861        3.46771      -0.107442E+008
  1412.86        44872.3        3343.74       0.304325E-004  0.863105E-006   1265.48        7.21262        3.46483      -0.107373E+008
  1429.87        44872.3        3340.48       0.305077E-004  0.865903E-006   1267.82        7.20630        3.46179      -0.107286E+008
  1446.88        44872.3        3337.00       0.305786E-004  0.868709E-006   1270.19        7.20019        3.45886      -0.107218E+008
  1463.90        44872.3        3333.88       0.306580E-004  0.871579E-006   1272.39        7.19356        3.45567      -0.107119E+008
  1480.91        44872.3        3330.62       0.307351E-004  0.874468E-006   1274.59        7.18704        3.45254      -0.107031E+008
  1497.92        44872.3        3327.39       0.308135E-004  0.877390E-006   1276.73        7.18041        3.44936      -0.106941E+008
  1514.94        44872.3        3324.12       0.308917E-004  0.880340E-006   1278.85        7.17377        3.44617      -0.106854E+008
  1531.95        44872.3        3321.02       0.309743E-004  0.883336E-006   1280.86        7.16686        3.44285      -0.106752E+008
  1548.96        44872.3        3317.74       0.310536E-004  0.886349E-006   1282.89        7.16009        3.43960      -0.106665E+008
  1565.97        44872.3        3314.75       0.311403E-004  0.889418E-006   1284.77        7.15292        3.43615      -0.106552E+008
  1582.99        44872.3        3311.65       0.312253E-004  0.892511E-006   1286.65        7.14581        3.43274      -0.106448E+008
  1600.00        44872.3        3308.58       0.313118E-004  0.895640E-006   1288.47        7.13860        3.42927      -0.106342E+008
  273.000        46154.4        3210.56       0.176029E-004  0.915665E-006   768.022        7.13854        3.42924      -0.117204E+008
  290.013        46154.4        3209.68       0.183559E-004  0.916967E-006   806.347        7.13435        3.42723      -0.117057E+008
  307.026        46154.4        3208.74       0.190221E-004  0.918333E-006   839.999        7.13038        3.42533      -0.116909E+008
  324.038        46154.4        3207.73       0.196001E-004  0.919756E-006   870.097        7.12648        3.42345      -0.116759E+008
  341.051        46154.4        3206.65       0.200589E-004  0.921210E-006   897.592        7.12272        3.42164      -0.116608E+008
  358.064        46154.4        3205.54       0.204701E-004  0.922702E-006   922.894        7.11882        3.41977      -0.116453E+008
  375.077        46154.4        3204.42       0.208403E-004  0.924226E-006   946.275        7.11481        3.41785      -0.116294E+008
  392.090        46154.4        3203.27       0.211758E-004  0.925785E-006   967.954        7.11067        3.41585      -0.116131E+008
  409.103        46154.4        3202.11       0.214806E-004  0.927365E-006   988.123        7.10647        3.41384      -0.115965E+008
  426.115        46154.4        3200.93       0.217598E-004  0.928979E-006   1006.94        7.10214        3.41176      -0.115795E+008
  443.128        46154.4        3199.74       0.220159E-004  0.930610E-006   1024.53        7.09777        3.40966      -0.115622E+008
  460.141        46154.4        3198.53       0.222525E-004  0.932269E-006   1041.03        7.09330        3.40751      -0.115447E+008
  477.154        46154.4        3197.32       0.224718E-004  0.933949E-006   1056.53        7.08876        3.40533      -0.115268E+008
  494.167        46154.4        3196.09       0.226760E-004  0.935652E-006   1071.11        7.08416        3.40312      -0.115087E+008
  511.179        46154.4        3194.85       0.228669E-004  0.937374E-006   1084.85        7.07950        3.40088      -0.114903E+008
  528.192        46154.4        3193.60       0.230464E-004  0.939120E-006   1097.83        7.07476        3.39860      -0.114718E+008
  545.205        46154.4        3192.34       0.232149E-004  0.940876E-006   1110.09        7.07002        3.39633      -0.114530E+008
  562.218        46154.4        3191.07       0.233748E-004  0.942660E-006   1121.70        7.06517        3.39400      -0.114340E+008
  579.231        46154.4        3189.80       0.235260E-004  0.944451E-006   1132.71        7.06034        3.39168      -0.114148E+008
  596.244        46154.4        3188.52       0.236702E-004  0.946264E-006   1143.15        7.05543        3.38932      -0.113954E+008
  613.256        46154.4        3187.23       0.238078E-004  0.948093E-006   1153.07        7.05049        3.38695      -0.113759E+008
  630.269        46154.4        3185.77       0.240355E-004  0.949589E-006   1162.98        7.04511        3.38436      -0.113559E+008
  647.282        46154.4        3184.22       0.243001E-004  0.950950E-006   1172.68        7.03957        3.38170      -0.113356E+008
  664.295        46154.4        3182.65       0.245616E-004  0.952324E-006   1181.97        7.03406        3.37906      -0.113152E+008
  681.308        46154.4        3181.16       0.247685E-004  0.953895E-006   1190.61        7.02878        3.37651      -0.112947E+008
  698.321        46154.4        3163.47       0.260352E-004  0.944979E-006   1205.62        7.08219        3.40217      -0.112594E+008
  715.333        46154.4        3162.05       0.261538E-004  0.947432E-006   1213.01        7.07584        3.39912      -0.112387E+008
  732.346        46154.4        3160.63       0.262686E-004  0.949899E-006   1220.08        7.06946        3.39606      -0.112178E+008
  749.359        46154.4        3159.21       0.263819E-004  0.952398E-006   1226.85        7.06301        3.39296      -0.111968E+008
  766.372        46154.4        3157.78       0.264917E-004  0.954909E-006   1233.34        7.05655        3.38986      -0.111757E+008
  783.385        46154.4        3156.34       0.265996E-004  0.957444E-006   1239.56        7.05004        3.38673      -0.111544E+008
  800.397        46154.4        3168.35       0.267739E-004  0.948079E-006   1241.50        7.07383        3.39816      -0.111382E+008
  817.410        46154.4        3378.63       0.279268E-004  0.762083E-006   1187.56        7.58268        3.64260      -0.111929E+008
  834.423        46154.4        3426.76       0.271821E-004  0.773701E-006   1153.96        7.46080        3.58405      -0.112154E+008
  851.436        46154.4        3425.17       0.272916E-004  0.775913E-006   1158.84        7.45366        3.58062      -0.111957E+008
  868.449        46154.4        3423.58       0.274000E-004  0.778142E-006   1163.56        7.44649        3.57718      -0.111760E+008
  885.462        46154.4        3421.98       0.275073E-004  0.780388E-006   1168.11        7.43930        3.57372      -0.111562E+008
  902.474        46154.4        3420.38       0.276137E-004  0.782650E-006   1172.50        7.43208        3.57026      -0.111362E+008
  919.487        46154.4        3418.77       0.277193E-004  0.784930E-006   1176.74        7.42484        3.56678      -0.111163E+008
  936.500        46154.4        3417.15       0.278242E-004  0.787226E-006   1180.84        7.41757        3.56328      -0.110962E+008
  953.513        46154.4        3415.53       0.279284E-004  0.789540E-006   1184.80        7.41028        3.55978      -0.110761E+008
  970.526        46154.4        3413.91       0.280321E-004  0.791870E-006   1188.64        7.40296        3.55627      -0.110559E+008
  987.538        46154.4        3412.28       0.281353E-004  0.794218E-006   1192.36        7.39562        3.55274      -0.110356E+008
  1004.55        46154.4        3410.64       0.282382E-004  0.796584E-006   1195.95        7.38826        3.54920      -0.110153E+008
  1021.56        46154.4        3409.00       0.283407E-004  0.798967E-006   1199.44        7.38087        3.54566      -0.109950E+008
  1038.58        46154.4        3407.35       0.284429E-004  0.801367E-006   1202.82        7.37347        3.54210      -0.109745E+008
  1055.59        46154.4        3405.70       0.285449E-004  0.803786E-006   1206.10        7.36604        3.53853      -0.109540E+008
  1072.60        46154.4        3404.05       0.286468E-004  0.806222E-006   1209.28        7.35859        3.53495      -0.109335E+008
  1089.62        46154.4        3402.38       0.287486E-004  0.808676E-006   1212.37        7.35112        3.53136      -0.109129E+008
  1106.63        46154.4        3400.72       0.288503E-004  0.811148E-006   1215.37        7.34362        3.52776      -0.108922E+008
  1123.64        46154.4        3399.05       0.289520E-004  0.813638E-006   1218.28        7.33611        3.52415      -0.108715E+008
  1140.65        46154.4        3397.37       0.290538E-004  0.816147E-006   1221.11        7.32858        3.52053      -0.108508E+008
  1157.67        46154.4        3395.69       0.291556E-004  0.818674E-006   1223.86        7.32102        3.51690      -0.108300E+008
  1174.68        46154.4        3392.50       0.292247E-004  0.821025E-006   1227.02        7.31567        3.51434      -0.108214E+008
  1191.69        46154.4        3388.85       0.292839E-004  0.823342E-006   1230.27        7.31094        3.51206      -0.108166E+008
  1208.71        46154.4        3385.13       0.293417E-004  0.825675E-006   1233.47        7.30624        3.50981      -0.108123E+008
  1225.72        46154.4        3381.64       0.294048E-004  0.828062E-006   1236.54        7.30114        3.50735      -0.108061E+008
  1242.73        46154.4        3378.05       0.294658E-004  0.830462E-006   1239.59        7.29612        3.50494      -0.108007E+008
  1259.74        46154.4        3374.56       0.295293E-004  0.832901E-006   1242.54        7.29088        3.50243      -0.107945E+008
  1276.76        46154.4        3371.07       0.295933E-004  0.835367E-006   1245.43        7.28556        3.49987      -0.107881E+008
  1293.77        46154.4        3367.59       0.296575E-004  0.837859E-006   1248.26        7.28018        3.49728      -0.107817E+008
  1310.78        46154.4        3363.65       0.297123E-004  0.840326E-006   1251.20        7.27535        3.49497      -0.107791E+008
  1327.79        46154.4        3360.73       0.297898E-004  0.842938E-006   1253.72        7.26903        3.49193      -0.107679E+008
  1344.81        46154.4        3358.79       0.298895E-004  0.845688E-006   1255.85        7.26132        3.48823      -0.107485E+008
  1361.82        46154.4        3354.00       0.299264E-004  0.848141E-006   1258.93        7.25746        3.48637      -0.107530E+008
  1378.83        46154.4        3350.69       0.299967E-004  0.850791E-006   1261.44        7.25149        3.48350      -0.107449E+008
  1395.85        46154.4        3347.38       0.300674E-004  0.853468E-006   1263.90        7.24546        3.48060      -0.107369E+008
  1412.86        46154.4        3344.13       0.301400E-004  0.856180E-006   1266.28        7.23928        3.47764      -0.107283E+008
  1429.87        46154.4        3340.87       0.302131E-004  0.858920E-006   1268.62        7.23304        3.47464      -0.107198E+008
  1446.88        46154.4        3337.68       0.302880E-004  0.861696E-006   1270.90        7.22666        3.47157      -0.107107E+008
  1463.90        46154.4        3334.48       0.303634E-004  0.864500E-006   1273.12        7.22022        3.46848      -0.107016E+008
  1480.91        46154.4        3331.33       0.304408E-004  0.867340E-006   1275.28        7.21364        3.46532      -0.106919E+008
  1497.92        46154.4        3328.19       0.305186E-004  0.870209E-006   1277.40        7.20701        3.46213      -0.106823E+008
  1514.94        46154.4        3325.09       0.305984E-004  0.873113E-006   1279.44        7.20024        3.45888      -0.106722E+008
  1531.95        46154.4        3321.99       0.306788E-004  0.876048E-006   1281.45        7.19341        3.45560      -0.106621E+008
  1548.96        46154.4        3318.95       0.307610E-004  0.879018E-006   1283.39        7.18646        3.45226      -0.106514E+008
  1565.97        46154.4        3315.90       0.308439E-004  0.882019E-006   1285.30        7.17945        3.44889      -0.106408E+008
  1582.99        46154.4        3312.90       0.309287E-004  0.885056E-006   1287.13        7.17231        3.44547      -0.106297E+008
  1600.00        46154.4        3309.90       0.310142E-004  0.888124E-006   1288.93        7.16512        3.44201      -0.106186E+008
  273.000        47436.4        3214.32       0.175081E-004  0.910725E-006   767.582        7.15439        3.43686      -0.116807E+008
  290.013        47436.4        3213.44       0.182484E-004  0.912010E-006   805.887        7.15024        3.43487      -0.116661E+008
  307.026        47436.4        3212.52       0.189374E-004  0.913362E-006   839.629        7.14612        3.43288      -0.116511E+008
  324.038        47436.4        3211.51       0.194928E-004  0.914764E-006   869.725        7.14232        3.43106      -0.116362E+008
  341.051        47436.4        3210.43       0.199488E-004  0.916201E-006   897.240        7.13857        3.42926      -0.116212E+008
  358.064        47436.4        3209.33       0.203575E-004  0.917676E-006   922.562        7.13469        3.42739      -0.116057E+008
  375.077        47436.4        3208.21       0.207253E-004  0.919178E-006   945.959        7.13071        3.42548      -0.115898E+008
  392.090        47436.4        3207.07       0.210586E-004  0.920717E-006   967.654        7.12659        3.42350      -0.115735E+008
  409.103        47436.4        3205.91       0.213618E-004  0.922282E-006   987.835        7.12238        3.42148      -0.115568E+008
  426.115        47436.4        3204.74       0.216388E-004  0.923870E-006   1006.66        7.11811        3.41943      -0.115399E+008
  443.128        47436.4        3203.55       0.218932E-004  0.925482E-006   1024.27        7.11375        3.41733      -0.115226E+008
  460.141        47436.4        3202.35       0.221280E-004  0.927118E-006   1040.78        7.10931        3.41520      -0.115050E+008
  477.154        47436.4        3201.14       0.223458E-004  0.928776E-006   1056.28        7.10480        3.41304      -0.114872E+008
  494.167        47436.4        3199.91       0.225486E-004  0.930458E-006   1070.87        7.10021        3.41083      -0.114691E+008
  511.179        47436.4        3198.68       0.227383E-004  0.932163E-006   1084.62        7.09555        3.40859      -0.114507E+008
  528.192        47436.4        3197.44       0.229160E-004  0.933880E-006   1097.60        7.09087        3.40635      -0.114321E+008
  545.205        47436.4        3196.18       0.230836E-004  0.935619E-006   1109.87        7.08612        3.40406      -0.114133E+008
  562.218        47436.4        3194.92       0.232419E-004  0.937374E-006   1121.49        7.08133        3.40176      -0.113943E+008
  579.231        47436.4        3193.65       0.233918E-004  0.939141E-006   1132.49        7.07653        3.39945      -0.113752E+008
  596.244        47436.4        3192.38       0.235348E-004  0.940931E-006   1142.94        7.07165        3.39711      -0.113558E+008
  613.256        47436.4        3191.09       0.236713E-004  0.942736E-006   1152.86        7.06673        3.39475      -0.113363E+008
  630.269        47436.4        3189.71       0.238592E-004  0.944352E-006   1162.58        7.06152        3.39225      -0.113164E+008
  647.282        47436.4        3188.16       0.241224E-004  0.945691E-006   1172.27        7.05599        3.38959      -0.112961E+008
  664.295        47436.4        3186.61       0.243791E-004  0.947066E-006   1181.55        7.05047        3.38694      -0.112757E+008
  681.308        47436.4        3185.04       0.246264E-004  0.948471E-006   1190.41        7.04503        3.38432      -0.112551E+008
  698.321        47436.4        3167.29       0.258461E-004  0.937723E-006   1205.38        7.10412        3.41271      -0.112197E+008
  715.333        47436.4        3165.88       0.259632E-004  0.940131E-006   1212.78        7.09782        3.40968      -0.111989E+008
  732.346        47436.4        3164.47       0.260766E-004  0.942555E-006   1219.85        7.09150        3.40665      -0.111780E+008
  749.359        47436.4        3163.05       0.261878E-004  0.945004E-006   1226.62        7.08512        3.40358      -0.111570E+008
  766.372        47436.4        3161.63       0.262966E-004  0.947474E-006   1233.10        7.07870        3.40050      -0.111359E+008
  783.385        47436.4        3160.21       0.264027E-004  0.949960E-006   1239.32        7.07226        3.39740      -0.111147E+008
  800.397        47436.4        3383.52       0.276331E-004  0.754677E-006   1181.89        7.61143        3.65641      -0.111760E+008
  817.410        47436.4        3381.92       0.277532E-004  0.756916E-006   1187.31        7.60394        3.65281      -0.111558E+008
  834.423        47436.4        3380.32       0.278717E-004  0.759174E-006   1192.53        7.59641        3.64920      -0.111355E+008
  851.436        47436.4        3428.57       0.271255E-004  0.770915E-006   1158.62        7.47336        3.59009      -0.111592E+008
  868.449        47436.4        3426.99       0.272327E-004  0.773111E-006   1163.33        7.46624        3.58666      -0.111395E+008
  885.462        47436.4        3425.40       0.273387E-004  0.775324E-006   1167.87        7.45909        3.58323      -0.111196E+008
  902.474        47436.4        3423.80       0.274439E-004  0.777554E-006   1172.26        7.45191        3.57978      -0.110997E+008
  919.487        47436.4        3422.20       0.275482E-004  0.779800E-006   1176.50        7.44471        3.57632      -0.110797E+008
  936.500        47436.4        3420.59       0.276518E-004  0.782062E-006   1180.60        7.43748        3.57285      -0.110597E+008
  953.513        47436.4        3418.98       0.277547E-004  0.784342E-006   1184.56        7.43023        3.56937      -0.110396E+008
  970.526        47436.4        3417.36       0.278571E-004  0.786638E-006   1188.39        7.42296        3.56587      -0.110194E+008
  987.538        47436.4        3415.74       0.279591E-004  0.788951E-006   1192.10        7.41566        3.56237      -0.109991E+008
  1004.55        47436.4        3414.11       0.280606E-004  0.791281E-006   1195.70        7.40834        3.55885      -0.109788E+008
